name,poi,playfield,trader sells,trader buys,required items,restock (minutes)
PrisonerPolaris,"Bloodhunter Outpost,Cultist Nexus,Cultist Sepulcher,
Cultist Shrine,Cultist Village,Nexus","Crystalline Moon,Hell,Mire,
Orbit",,"Antennas: 2000-4000,1-1
Fuel Cell: 250-500,2-3",,180
PrisonerTalon,"Cultist Nexus,Cultist Village,Nexus","Crystalline Moon,Hell,Mire",,"Bandages: 1.1-1.3,5-10",,0
PrisonerZirax,"Cultist Sepulcher,Cultist Village,Nexus","Crystalline Moon,Hell,Mire",,"8.3mm Minigun Round: 1-1,500-500
Minigun: 5000-10000,1-1",,0
Private Military Contractor,"Cloning Station,Forward Base,Hideout Maria,
Raider Base,Raptor Ranch,Supply Station,
Xenu Supply Station","Alien,Alien Starter,AridStarter,
Asteroid Field,Barren,Barren Moon,
BarrenMetal,Brooding Temperate,Crusted Lava,
Crystalline Moon,Desert,Glacial Ice,
Hell,Lava,LavaNascent,
Midnight,Mire,MoonBarren,
MoonDesert,MoonPolarisTesting,Odd Temperate Starter,
Orbit,OrbitSectorStart,Sandy Barren Moon,
Snow,Stormy Desert,Swamp,
Swamp Starter,Temperate,TemperateStarter,
TemperateStarter2,Toxic Moon,Varnished Barren Moon,
Zirax Homeworld Orbit,ZiraxHomeworld",,"12.7mm Sniper Round: 0.5-0.75,50-500
35mm Anti-Personnel Rocket: 0.5-0.75,50-100
5.8mm Rifle Round: 0.5-0.75,500-1000
8.3mm Minigun Round: 0.5-0.75,4000-8000
Anti-Parasite Pills: 0.5-0.75,50-100
Anti-Radiation Pills: 0.5-0.75,50-100
Antibiotic Pills: 0.5-0.75,50-100
Antitoxic Pills: 0.5-0.75,50-100
Armor Booster: 0.5-0.75,50-100
Assault Rifle: 0.5-0.75,5-100
Bandages: 0.5-0.75,50-100
Emergency rations: 0.5-0.75,50-100
Health Pack: 0.5-0.75,50-100
Jetpack Booster: 0.5-0.75,50-100
Light Armor: 0.5-0.75,50-100
M-5 Pistol: 0.5-0.75,50-100
Minigun: 0.5-0.75,5-30
Mobility Booster: 0.5-0.75,50-100
Pistol Round: 0.5-0.75,250-1000
Pulse Rifle: 0.5-0.75,5-100
Rocket Launcher: 0.5-0.75,5-50
Shotgun Shell: 0.5-0.75,150-500
Shotgun: 0.5-0.75,5-100
Sniper Rifle: 0.5-0.75,5-100",,240
QuantumSTAR,"Attonement Station,Business Center,Central Trade Station,
Croesus Ore Headquarters,Drydock,Ghyst Trade Station,
Kenex Station,Kenex Station 62,Kudos Station,
Main Trade Hub,Planetary Fortress,Trade Station,
Trade Station Amethyst,Trade Station Kappa,Trade Station Lazuli,
Trade Station Olivine,Waystation TP03,Waystation TS04","Arid,Barren,Desert,
DesertBurnt,Elder Barren,Farr Homeworld Orbit,
Frozen Inferno,Ice,Irradiated,
Jungle,Jungle Moon,Ocean,
Ocean Starter,Odd Temperate Starter,Orbit,
Pummeled Desert,Rocky Desert,Snow,
Station,Strange Temperate,Swamp,
Temperate,Temperate Rainforest,TemperatePlateau,
TemperateStarter,TemperateStarter2,Trading Station,
Zirax Defense Checkpoint","Advanced Upgrade Kit: 0.75-1.0,1-5
Auto Miner Core: 1.0-1.25,10-50
Computer: 1.0-1.25,100-1250
Electronics: 1.0-1.25,1000-2500
Flux coil: 1.0-1.25,100-275
Large Optronic Bridge: 1.0-1.25,10-50
Large Optronic Matrix: 1.0-1.25,10-50
Power Coil: 2.0-2.5,3-25
Small Optronic Bridge: 1.0-1.25,10-50
Small Optronic Matrix: 1.0-1.25,10-50
Superconductor: 5.0-7.5,0-6","Advanced Upgrade Kit: 0.25-0.5,0-8
Auto Miner Core: 0.5-0.75,55-70
Computer: 0.5-0.75,55-1350
Electronics: 0.5-0.75,550-3000
Flux coil: 0.5-0.75,55-300
Large Optronic Bridge: 0.5-0.75,55-80
Large Optronic Matrix: 0.5-0.75,55-80
Power Coil: 0.5-0.75,25-50
Small Optronic Bridge: 0.5-0.75,55-80
Small Optronic Matrix: 0.5-0.75,55-80",,60
Refinery Foreman,Sathium Refinery,"Desert,Desert Oasis,DesertBurnt,
Pummeled Desert,Rocky Desert","Sathium Plates: 1.0-1.0,1000-12000
Sathium ingot: 1.0-1.0,1000-7500","Auto Miner Core: 0.5-0.75,2-8
Sathium Ore: 100-150,100-3000
Spare Parts: 2.0-2.5,30-50",,180
Refinery Foreman,"Fuel Depot,Promethium Refinery","AridStarter,Barren,Barren Moon,
Brooding Temperate,Crystalline Moon,Desert,
Frozen Inferno,Ice,LavaNascent,
Mire,Nascent,Odd Temperate Starter,
Plasma,Snow,SnowStarter,
Swamp,Swamp Starter,Temperate,
TemperateStarter,TemperateStarter2,ZiraxHomeworld","Dual Fuel Cell: 1.0-1.0,300-1200
Fuel Cell: 1.0-1.0,1000-5000
Promethium pellets: 1.0-1.0,500-2000","Auto Miner Core: 0.5-0.75,2-8
Promethium Ore: 0.5-0.75,100-3000
Spare Parts: 2.0-2.5,30-50",,60
Refinery Ingots,"Medium Refinery,Refinery","AridStarter,Asteroid Field,Elder Barren,
Ice,Irradiated,LavaNascent,
Mire,MoonPolarisTesting,Odd Temperate Starter,
Orbit,Pummeled Desert,Sandy Barren Moon,
SnowStarter,TemperateStarter,TemperateStarter2","Copper ingot: 1.3-1.4,3000-10000
Iron Ingot: 1.3-1.4,3000-15000
Neodymium ingot: 1.3-1.4,3000-8000
Polaris Refinery License: 500000-500000,5000-5000
Sathium ingot: 1.3-1.4,3000-8000
Silicon ingot: 1.3-1.4,3000-10000
Titanium Ingot: 1.3-1.4,3000-10000",,,180
Refinery Ore,"Refinery,Smelter","AridStarter,Asteroid Field,Elder Barren,
Ice,Irradiated,LavaNascent,
Mire,MoonPolarisTesting,Odd Temperate Starter,
Orbit,Pummeled Desert,Sandy Barren Moon,
SnowStarter,TemperateStarter,TemperateStarter2","Polaris Refinery License: 500000-500000,5000-5000","Copper Ore: 0.4-0.5,10000-25000
Iron Ore: 0.4-0.5,10000-25000
Neodymium Ore: 0.4-0.5,10000-25000
Sathium Ore: 0.4-0.5,10000-25000
Silicon Ore: 0.4-0.5,10000-25000
Titanium Ore: 0.4-0.5,10000-25000",,180
RESOURCES,"Asteroid Mining Hub,Big Market,Karana Trade Station,
Landing Pad B,Mining Hub,Planetary Fortress,
Polaris Colony,Polaris Hub","Arid,Arid Mesa,AridStarter,
Asteroid Field,Barren Moon,Jungle,
MoonStarter,Ocean,Ocean Starter,
Odd Temperate Starter,Orbit,Rocky Desert,
SnowStarter,Swamp,TemperateStarter,
TemperateStarter2,Tropical,White Desert","Aluminium Powder: 1.0-1.25,100-1200
Carbon Substrate: 1.0-1.25,5000-24000
Cobalt ingot: 1.0-1.25,500-4000
Copper ingot: 1.0-1.25,500-4000
Gold Ingot: 1.0-1.25,20-150
Iron Ingot: 1.0-1.25,500-4000
Magnesium Powder: 1.0-1.25,150-3500
Neodymium ingot: 1.0-1.25,50-1250
Platinum Ingot: 1.0-1.25,10-250
Promethium pellets: 1.0-1.25,50-1200
Refined Pentaxid: 1.0-1.25,50-500
Salt: 1.0-1.5,200-400
Silicon ingot: 1.0-1.25,500-4000
Titanium Ingot: 1.0-1.25,250-2500","Carbon Substrate: 0.5-0.75,1000-32000
Cobalt ingot: 0.5-0.75,100-5000
Copper ingot: 0.5-0.75,100-5000
Gold Ingot: 0.9-1.0,50-300
Iron Ingot: 0.5-0.75,100-5000
Magnesium Powder: 0.5-0.75,100-4500
Neodymium ingot: 0.5-0.75,100-1500
Platinum Ingot: 0.5-0.75,100-600
Promethium pellets: 0.5-0.75,100-1500
Refined Pentaxid: 0.5-0.75,100-700
Salt: 0.5-0.75,500-2500
Silicon ingot: 0.5-0.75,100-5000
Titanium Ingot: 0.5-0.75,100-3500",,60
Rogue's Mechanic,Red Rogue,Orbit,,"Communication Data: 4.0-6.0,100-150
Economic Data: 4.0-6.0,100-150
Navigation Data Report: 4.0-6.0,100-150
Planetary Resource Data: 4.0-6.0,100-150
Scout Report: 4.0-6.0,100-150
Space Weather Forecast: 4.0-6.0,100-150
Surveillance Data: 4.0-6.0,100-150
Transportation Data: 4.0-6.0,100-150
Troop Movement Report: 4.0-6.0,100-150",,240
Sanctuary Quartermaster,Sanctuary,Stormy Desert,,"Dual Fuel Cell: 1.5-2,2-3
Fuel Cell: 1.5-2,10-15
Purified water: 1.5-2,100-150
Water container: 1.5-2,400-600",,180
Sathium Trader,Frigate (Mining Sathium),"Asteroid Field,Orbit","Sathium Ore: 0.7-0.9,750-1500","Drill Charge: 1.1-1.3,50-200
Drill Module - Laser: 1.1-1.2,1-2
Laser Drill: 1.3-1.6,3-5
Tool Turrets: 1.1-1.2,1-2",,120
Science,"Orbital Research Site,Procyon Lab,Research Site","Alien,Arid,Asteroid Field,
Barren,Barren Moon,BarrenMetal,
Brooding Temperate,Desert,DesertBurnt,
Elder Barren,Ice,Irradiated,
Jungle,Jungle Moon,Mire,
MoonBarren,MoonDesert,MoonPolarisTesting,
Nascent,Ocean,Ocean Starter,
Odd Temperate Starter,Orbit,Rocky Desert,
Sandy Barren Moon,Snow,SnowStory,
Stormy Desert,Strange Temperate,Swamp,
Swamp Starter,Temperate,Temperate Moon,
Temperate Rainforest,TemperatePlateau,TemperateStarter,
TemperateStarter2,Varnished Barren Moon,ZiraxHomeworld","Armor Booster: 0.75-0.75,1-5
Decontamination Kit: 1.0-1.25,10-100
Detox Kit: 1.0-1.25,10-100
EVA Booster: 0.75-0.75,1-5
Health Pack: 1.0-1.25,10-100
Insulation Booster: 0.75-0.75,1-5
Jetpack Booster: 0.75-0.75,1-5
Mobility Booster: 0.75-0.75,1-5
Multibooster: 0.75-0.75,1-5
Oxygen Tank Booster: 0.75-0.75,1-5
Radiation Shielding Booster: 0.75-0.75,1-5
Transportation Booster: 0.75-0.75,1-5
Trauma Kit: 1.0-1.25,10-100","Alien Organism: 2.0-3.0,500-1000
Alien Parts: 1.0-1.25,500-1000
Ancient Relics: 2.0-3.0,50-100
Biological Specimen: 1.0-1.25,500-1000
Medicinal Growth: 1.0-1.25,500-1000
Mutated Substance: 2.0-3.0,50-100
Technical Artifact: 2.0-3.0,50-100
Viral Sample: 2.0-3.0,50-100",,60
Scrapyard Dealer,Scrapyard,Scrapyard,"Automated Ice Harvester Drill Turret: 8-12,1-3
Colonist Bolter Turret: 1.1-1.2,0-2
Colonist Light Missile Turret: 1.1-1.2,0-1
Colonists Salvage License: 0.8-1.1,5-10
Free Colonists (Poster): 4-6,0-2
Life Support Repair Kit: 1.1-1.2,0-1
Modulated Ice Harvester Drill: 8-12,1-3
Propulsion Repair Kit: 1.1-1.2,0-1
Sensors Repair Kit: 1.1-1.2,0-1
Warp Drive Repair Kit: 1.1-1.2,0-1
Weapon Repair Kit: 1.1-1.2,0-1","Automated Ice Harvester Drill Turret: 0.2-0.3,5-8
Colonist Bolter Turret: 0.7-0.8,4-10
Colonist Light Missile Turret: 0.7-0.8,3-7
Free Colonists (Poster): 0.3-0.4,5-10
Life Support Repair Kit: 0.5-0.7,0-2
Modulated Ice Harvester Drill: 0.2-0.3,5-8
Multi-Charge: 0.3-0.4,50-150
Propulsion Repair Kit: 0.5-0.7,0-2
Sensors Repair Kit: 0.5-0.7,0-2
Warp Drive Repair Kit: 0.5-0.7,0-2
Weapon Repair Kit: 0.5-0.7,0-2",,60
Seeds,"Big Market,Farr Commune,Polaris Colony","Alien,Arid,Arid Mesa,
Desert,Desert Oasis,Farr Homeworld,
Jungle,MoonDesert,Ocean,
Ocean Starter,Stormy Desert,Strange Temperate,
Temperate,Temperate Rainforest,TemperatePlateau,
Tropical,White Desert","Ahax Plant - Sprout: 1.0-1.25,50-100
Akua Berry - Sprout: 1.0-1.25,50-100
Akuan Furze - Sprout: 1.0-1.25,50-100
Aloe Vera - Sprout: 1.0-1.25,50-100
Ambersap Tendril - Sprout: 1.0-1.25,50-100
Anaphyllum Maxima - Sprout: 1.0-1.25,50-100
Bellfruit - Sprout: 1.0-1.25,50-100
Blue Pepper Sprout: 1.0-1.25,50-100
Coffee Plant - Sprout: 1.0-1.25,50-100
Corn - Sprout: 1.0-1.25,50-100
Firepalm Orange - Sprout: 1.0-1.25,50-100
Large Eggplant - Sprout: 1.0-1.25,50-100
Mushrooms - Sprout: 1.0-1.25,50-100
Pentaxid Seed Crystal: 1.0-1.25,5-20
Pumpkin - Sprout: 1.0-1.25,50-100
Space Kavae - Sprout: 1.0-1.25,50-100
Spice - Sprout: 1.0-1.25,50-100
Tomato - Sprout: 1.0-1.25,50-100
Wheat - Sprout: 1.0-1.25,50-100","Ahax Plant - Sprout: 0.5-0.75,100-200
Akua Berry - Sprout: 0.5-0.75,100-200
Akuan Furze - Sprout: 0.5-0.75,100-200
Aloe Vera - Sprout: 0.5-0.75,100-200
Ambersap Tendril - Sprout: 0.5-0.75,100-200
Anaphyllum Maxima - Sprout: 0.5-0.75,100-200
Bellfruit - Sprout: 0.5-0.75,100-200
Blue Pepper Sprout: 0.5-0.75,100-200
Coffee Plant - Sprout: 0.5-0.75,100-200
Corn - Sprout: 0.5-0.75,100-200
Firepalm Orange - Sprout: 0.5-0.75,100-200
Large Eggplant - Sprout: 0.5-0.75,100-200
Mushrooms - Sprout: 0.5-0.75,100-200
Pentaxid Seed Crystal: 0.5-0.75,5-40
Pumpkin - Sprout: 0.5-0.75,100-200
Space Kavae - Sprout: 0.5-0.75,100-200
Spice - Sprout: 0.5-0.75,100-200
Tomato - Sprout: 0.5-0.75,100-200
Wheat - Sprout: 0.5-0.75,100-200",,60
ServantCorp,"Business Center,Deluxe Resort,Drydock,
Farr Archives,PentaCorp Station,Private Outpost,
Scavenger Base,Trading Station","Arid,Asteroid Field,Barren,
Barren Moon,Desert,DesertBurnt,
Elder Barren,Farr Homeworld,Farr Homeworld Orbit,
Frozen Inferno,Ice,Irradiated,
Jungle,Jungle Moon,Mire,
MoonBarren,MoonPolarisTesting,Ocean,
Ocean Starter,Odd Temperate Starter,Orbit,
Pummeled Desert,Rocky Desert,Sandy Barren Moon,
Snow,Station,Strange Temperate,
Swamp,Temperate,Temperate Rainforest,
TemperatePlateau,TemperateStarter,TemperateStarter2,
Trading Station,Tropical,Varnished Barren Moon","Advanced Multitool: 1.0-1.25,10-50
Biofuel: 1.0-1.25,50-200
Carbon Substrate: 1.0-1.25,500-1000
Chainsaw: 1.0-1.25,10-50
Computer: 1.0-1.25,50-100
EVA Booster: 1.0-1.25,10-20
Electronics: 1.0-1.25,50-200
Energy Regulator: 1.0-1.25,50-100
Glass Plate: 1.0-1.25,50-100
Insulation Booster: 1.0-1.25,10-20
Jetpack Booster: 1.0-1.25,10-20
Magnesium Powder: 1.0-1.25,500-1250
Mechanical Components: 1.0-1.25,50-500
Mechanical Drill: 1.0-1.25,10-50
Medium Armor: 1.0-1.25,10-20
Mobility Booster: 1.0-1.25,10-20
Motor: 1.0-1.25,50-100
Multi-Charge: 1.0-1.25,50-300
Multibooster: 1.0-1.25,10-20
Nightvision Goggles: 1.0-1.25,10-20
Nitrocellulose: 1.0-1.25,500-1000
Optical Fiber: 1.0-1.25,50-300
Ore Scanner: 1.0-1.25,10-50
Oxygen Tank Booster: 1.0-1.25,10-20
Plastic Tubes: 1.0-1.25,50-300
Radiation Shielding Booster: 1.0-1.25,10-20
Steel plate: 1.0-1.25,50-250
Texture and Color Tool: 1.0-1.25,10-50","Advanced Multitool: 0.5-0.75,55-150
Biofuel: 0.5-0.75,100-300
Carbon Substrate: 0.5-0.75,1000-5000
Chainsaw: 0.5-0.75,55-150
Computer: 0.5-0.75,100-200
EVA Booster: 0.5-0.75,5-45
Electronics: 0.5-0.75,100-3000
Energy Regulator: 0.5-0.75,100-600
Glass Plate: 0.5-0.75,100-1200
Insulation Booster: 0.5-0.75,5-25
Jetpack Booster: 0.5-0.75,5-25
Magnesium Powder: 0.5-0.75,1000-1500
Mechanical Components: 0.5-0.75,100-8000
Mechanical Drill: 0.5-0.75,55-150
Medium Armor: 0.5-0.75,5-25
Mobility Booster: 0.5-0.75,5-25
Motor: 0.5-0.75,100-800
Multi-Charge: 0.25-0.5,10-320
Multibooster: 0.5-0.75,5-25
Nightvision Goggles: 0.5-0.75,5-50
Nitrocellulose: 0.5-0.75,1000-2500
Optical Fiber: 0.5-0.75,100-4000
Ore Scanner: 0.5-0.75,5-55
Oxygen Tank Booster: 0.5-0.75,5-25
Plastic Tubes: 0.5-0.75,100-2500
Radiation Shielding Booster: 0.5-0.75,5-25
Steel plate: 0.5-0.75,10-1500
Texture and Color Tool: 0.5-0.75,55-150",,60
ServantCorp Outfitters,"Central Trade Station,Croesus Ore Headquarters,Drone Base,
Hyper City Colony,Sanctuary,Trade Center,
Trade Station Kappa,Trade Station Lazuli,Trade Station Olivine,
Trade Station Pharos,Trading Station,Trading Station Iota","Alien,Arid,AridStarter,
Asteroid Field,Barren,BarrenMetal,
Desert,DesertBurnt,Elder Barren,
Farr Homeworld Orbit,Frozen Inferno,Glacial Ice,
Ice,Irradiated,Jungle,
Jungle Moon,LavaNascent,Mire,
MoonDesert,MoonPolarisTesting,Ocean,
Ocean Starter,Odd Temperate Starter,Orbit,
Pummeled Desert,Sandy Barren Moon,Snow,
Station,Strange Temperate,Temperate,
Temperate Rainforest,TemperatePlateau,TemperateStarter,
TemperateStarter2,Trading Station,Tropical,
Varnished Barren Moon,Zirax Defense Checkpoint","Advanced Multitool: 1.0-1.25,10-25
Chainsaw: 1.0-1.25,10-25
EVA Booster: 1.0-1.25,4-7
Improved Light Armor: 1.0-1.25,1-7
Insulation Booster: 1.0-1.25,1-10
Jetpack Booster: 1.0-1.25,1-10
Light Armor: 1.0-1.25,1-9
Medium Armor: 1.0-1.25,1-9
Mobility Booster: 1.0-1.25,1-10
Multi-Charge: 1.0-1.25,50-100
Multibooster: 1.0-1.25,1-10
Multitool: 1.0-1.25,10-25
Nightvision Goggles: 1.0-1.25,1-5
Ore Scanner: 1.0-1.25,1-5
Oxygen Tank Booster: 1.0-1.25,1-10
Radiation Shielding Booster: 1.0-1.25,1-10
Reinforced Medium Armor: 1.0-1.25,1-5
Texture and Color Tool: 1.0-1.25,5-10","Advanced Multitool: 0.5-0.75,10-40
EVA Booster: 0.5-0.75,5-10
Improved Light Armor: 0.5-0.75,5-20
Insulation Booster: 0.5-0.75,10-20
Jetpack Booster: 0.5-0.75,10-20
Light Armor: 0.5-0.75,5-20
Medium Armor: 0.5-0.75,5-15
Mobility Booster: 0.5-0.75,10-20
Multibooster: 0.5-0.75,10-20
Nightvision Goggles: 0.5-0.75,5-20
Ore Scanner: 0.5-0.75,5-30
Oxygen Tank Booster: 0.5-0.75,10-20
Radiation Shielding Booster: 0.5-0.75,10-20
Reinforced Medium Armor: 0.5-0.75,5-15",,200
ServantCorp Outfitters II,"Attonement Station,Bazarr of Farr,Ghyst Trade Station,
Trade Station Agate,Trade Station Citrine,Trade Station Kimberlite,
Trade Station Lambda,Trade Station Nu,Trade Station Onyx,
Trade Station Tourmaline","Arid,Arid Mesa,Asteroid Field,
Barren,Desert,Desert Oasis,
DesertBurnt,Elder Barren,Farr Homeworld,
Farr Homeworld Orbit,Frozen Inferno,Ice,
Irradiated,Jungle,Jungle Moon,
Ocean,Ocean Starter,Odd Temperate Starter,
Orbit,Pummeled Desert,Snow,
Station,Stormy Desert,Strange Temperate,
Temperate,Temperate Rainforest,TemperatePlateau,
TemperateStarter,TemperateStarter2,Trading Station,
Zirax Defense Checkpoint","Advanced Multitool: 1.0-1.25,1-5
Armor Booster: 1.0-1.25,1-10
Chainsaw: 1.0-1.25,1-15
Communication Equipment: 3.0-5.0,5-10
EVA Booster: 1.0-1.25,1-5
Heavy Armor: 1.0-1.25,0-1
Improved Light Armor: 1.0-1.25,1-2
Insulation Booster: 1.0-1.25,1-10
Light Armor: 1.0-1.25,1-2
Medium Armor: 1.0-1.25,1-2
Mobility Booster: 1.0-1.25,1-10
Multi-Charge: 1.0-1.25,50-100
Multibooster: 1.0-1.25,1-10
Multitool: 1.0-1.25,1-15
Radiation Shielding Booster: 1.0-1.25,1-10
Reinforced Medium Armor: 1.0-1.25,1-2
Texture and Color Tool: 1.0-1.25,1-5
Transportation Booster: 1.0-1.25,1-5","Advanced Multitool: 0.5-0.75,5-30
Armor Booster: 0.5-0.75,10-40
EVA Booster: 0.5-0.75,5-20
Heavy Armor: 0.5-0.75,0-5
Improved Light Armor: 0.5-0.75,0-8
Insulation Booster: 0.5-0.75,10-40
Light Armor: 0.5-0.75,1-15
Medium Armor: 0.5-0.75,1-12
Mobility Booster: 0.5-0.75,10-30
Multibooster: 0.5-0.75,10-30
Radiation Shielding Booster: 0.5-0.75,10-30
Reinforced Medium Armor: 0.5-0.75,0-8
Transportation Booster: 0.5-0.75,10-30",,240
ServantCorp Supplier,"Kenex Station,Kenex Station 62,Resupply station,
Trade Station Eta,Trade Station Lambda,Trade Station Onyx,
Trading Station","Arid,Asteroid Field,Barren,
Desert,DesertBurnt,Elder Barren,
Farr Homeworld Orbit,Frozen Inferno,Ice,
Irradiated,Jungle,Jungle Moon,
Ocean,Ocean Starter,Odd Temperate Starter,
Orbit,Pummeled Desert,Snow,
Station,Strange Temperate,Temperate,
Temperate Rainforest,TemperatePlateau,TemperateStarter,
TemperateStarter2,Trading Station",,"Advanced Armor Booster: 0.75-0.75,0-8
Advanced Heavy Armor: 0.75-0.75,0-30
Advanced Insulation Booster: 0.75-0.75,0-8
Advanced Jetpack Booster: 0.75-0.75,0-8
Advanced Mobility Booster: 0.75-0.75,0-8
Advanced Multibooster: 0.75-0.75,0-8
Advanced Radiation Shielding Booster: 0.75-0.75,0-8
Heavy Armor: 0.75-0.75,5-35
Improved Light Armor: 0.75-0.75,0-50
Light Armor: 0.75-0.75,5-100
Medium Armor: 0.75-0.75,5-50
Reinforced Medium Armor: 0.75-0.75,0-40
Transportation Booster: 0.75-0.75,0-50",,120
Settlement,"Avalon,Caledon Inc. Outpost,Castle of Farr,
Colony,Excavation Site,Far Point,
Frontier Residences,Habitat,Headquarters,
Hydro-Habitat,Hyper City Colony,Settlement,
Solar Array,Worker Residence","Alien,Arid,Arid Mesa,
AridStarter,Barren,Barren Moon,
BarrenMetal,Brooding Temperate,Crusted Lava,
Crystalline Moon,Desert,Desert Oasis,
DesertBurnt,Elder Barren,Farr Homeworld,
Frozen Inferno,Glacial Ice,Ice,
Irradiated,Jungle,Jungle Moon,
Lava,LavaNascent,Mire,
MoonBarren,MoonDesert,MoonPolarisTesting,
Nascent,Ocean,Ocean Starter,
Odd Temperate Starter,Pummeled Desert,Rocky Desert,
Sandy Barren Moon,Snow,SnowStarter,
SnowStory,Stormy Desert,Strange Temperate,
Swamp,Swamp Starter,Temperate,
Temperate Moon,Temperate Rainforest,TemperatePlateau,
TemperateStarter,TemperateStarter2,Varnished Barren Moon,
Zirax Homeworld Orbit,ZiraxHomeworld","Crew (Alien): 0.5-0.75,5-10
Crew (Human): 0.5-0.75,5-10
Toxic Waste: 0.5-1.0,100-300","Berries: 0.75-1.0,150-300
Consoles (Deco): 1.0-1.25,50-100
Emergency rations: 1.0-1.25,50-100
Flour: 0.75-1.25,150-300
Fruit: 0.75-1.0,150-300
Furnishings: 1.0-1.25,50-100
Indoor Plants: 1.0-1.25,50-100
Liquors: 1.5-1.75,10-24
Meat: 0.75-1.0,150-300
Oxygen Bottle: 0.5-0.75,50-100
Spice: 0.75-1.0,150-300
Tech Equipment: 1.0-1.25,50-100
Tribal Furnishing: 2.0-4.0,20-50
Vegetables: 0.75-1.0,150-300
Water container: 1.0-1.25,50-200",,300
Shady Large Delivery Contracts,Distribution Headquarters,Trading Station,"Large Sealed Package (Pirates): 1-1,2-4",,,180
Shady Medium Delivery Contracts,Distribution Headquarters,Trading Station,"Medium Sealed Package (Pirates): 1-1,3-6",,,180
Shady Small Delivery Contracts,Distribution Headquarters,Trading Station,"Small Sealed Package (Pirates): 1-1,6-12",,,180
Shipyard,"Industrial Shipyard,Naval Shipyard,New Hope Shipyard,
Shipyard,Xenu Shipyard","Asteroid Field,AsteroidFieldHighSecurity,Farr Homeworld Orbit,
Orbit,Zirax Homeworld Orbit","15x127mm Rounds: 0.85-1.0,8000-12000
20x128mm AP-Rounds: 0.85-1.0,6000-12000
30x175mm Autocannon Rounds: 0.85-1.0,3000-6000
40x365mm Autocannon Rounds: 0.85-1.0,2000-4000
Advanced Upgrade Kit: 1.0-1.25,10-20
Small Upgrade Kit: 1.0-1.25,10-20
Zirax Heat-Seeking Rocket: 0.9-1.0,300-600
Zirax Laser Cell: 0.9-1.15,150-300
Zirax Plasma Cell: 0.9-1.0,450-900","Advanced Electronics: 0.5-0.75,1000-2000
Cobalt Alloy: 0.5-0.75,1500-3000
Computer: 0.5-0.75,300-600
Crew (Alien): 0.25-0.5,20-50
Crew (Human): 0.25-0.5,20-50
Glass Plate: 0.5-0.75,200-1500
High-Output Capacitor: 0.5-0.75,200-500
Sathium Plates: 0.5-0.75,2000-4000
Steel plate: 0.5-0.75,2000-10000
Titanium Plates: 0.5-0.75,2000-8000
Zascosium Alloy: 0.5-0.75,500-1000",,320
Silicon Trader,Frigate (Mining Silicon),"Asteroid Field,Orbit","Silicon Ore: 0.7-0.9,750-1500","Drill Charge: 1.1-1.3,50-200
Drill Module - Laser: 1.1-1.2,1-2
Laser Drill: 1.3-1.6,3-5
Tool Turrets: 1.1-1.2,1-3",,120
Slaver,"Black Market,Smuggler Barge","Asteroid Field,Combat Site Class 2,Combat Site Class 4,
Farr Homeworld Orbit,Mining Site,Mining Site Class 1,
Mining Site Class 2,Mining Site Class 3,Mining Site Class 4,
Mining Site Class 5,Orbit,Rocky Desert,
Station,Syndicate Casino","Crew (Alien): 1.1-1.3,10-20
Crew (Alien): 1.1-1.3,20-40","Crew (Alien): 0.8-0.9,25-35
Crew (Alien): 0.8-0.9,50-80",,60
Small Delivery Contracts,Distribution Center,"Trading Station,Zirax Defense Checkpoint",,"Small Sealed Package (Zirax): 1.12-1.12,12-24",,180
Small Delivery Contracts,Distribution Center,Trading Station,,"Small Sealed Package (Colonists): 1.1-1.1,12-24",,180
Small Delivery Contracts,Distribution Center,Trading Station,,"Small Sealed Package (Polaris): 1.1-1.1,12-24",,180
Small Delivery Contracts,Distribution Center,Trading Station,,"Small Sealed Package (Pirates): 1.12-1.12,12-24",,180
Small Scrap Dealer,Scrapyard,Scrapyard,,"Advanced Large Thruster: 0.15-0.2,20-50
Advanced Medium Thrusters: 0.15-0.2,5-10
Basic Generator: 0.15-0.2,25-100
Fridge: 0.15-0.2,50-100
Fuel Tank: 0.15-0.2,25-100
Gatling Cannon: 0.1-0.2,20-40
Guided Missile Launcher: 0.15-0.2,10-20
Hardened Steel Blocks (Small): 0.15-0.2,2000-4000
Large Thruster: 0.15-0.2,20-50
Laser Cannon: 0.1-0.2,20-40
Medium Thrusters: 0.15-0.2,20-50
Oxygen Station: 0.15-0.2,50-100
Oxygen Tank: 0.15-0.2,50-100
Passenger Compartment: 0.15-0.2,50-100
Passenger Seat: 0.15-0.2,50-100
Plasma Cannon: 0.1-0.2,10-20
Railgun: 0.1-0.2,20-40
Rocket Launcher: 0.1-0.2,5-10
Small Fuel Tank: 0.15-0.2,25-100
Small Generator: 0.15-0.2,25-100
Small Thruster: 0.15-0.2,25-100
Steel Blocks (Small): 0.15-0.2,4000-8000",,180
